dataset,group,table_id,gt_text,vision_text,text_text,winner,vt_diff,vision_vs_gt,text_vs_gt
SciTSR,test,test::1707.01239v1.1,end/partition,end/partition,,vision,missing cell,correct,missing cell
SciTSR,test,test::1707.01239v1.1,> 1.0584,> 1.0584,>1.0584,vision,symbolic,correct,symbolic
SciTSR,test,test::1707.01239v1.1,> 1.0411,> 1.0411,>1.0411,vision,symbolic,correct,symbolic
SciTSR,test,test::1707.01239v1.1,,,,vision,missing cell,correct,missing cell
SciTSR,test,test::1707.01239v1.1,,,,vision,missing cell,correct,missing cell
SciTSR,test,test::1707.01239v1.1,> 1.1031,> 1.1031,>1.1031,vision,symbolic,correct,symbolic
SciTSR,test,test::1707.01239v1.1,,,,vision,missing cell,correct,missing cell
SciTSR,test,test::1707.01239v1.1,> 1.0080,> 1.0080,>1.0080,vision,symbolic,correct,symbolic
SciTSR,test,test::1707.01239v1.1,,,,vision,missing cell,correct,missing cell
SciTSR,test,test::1707.01239v1.1,> 1.0657,> 1.0657,>1.0657,vision,symbolic,correct,symbolic
SciTSR,test,test::1707.01239v1.1,,,,vision,missing cell,correct,missing cell
SciTSR,test,test::1707.01239v1.1,,,,vision,missing cell,correct,missing cell
SciTSR,test,test::1707.01239v1.1,> 1.0313,> 1.0313,>1.0313,vision,symbolic,correct,symbolic
SciTSR,test,test::1707.01239v1.1,> 1.0964,> 1.0964,>1.0964,vision,symbolic,correct,symbolic
SciTSR,test,test::1707.01239v1.1,,,,vision,missing cell,correct,missing cell
SciTSR,test,test::1707.01239v1.1,> 1.1098,> 1.1098,>1.1098,vision,symbolic,correct,symbolic
SciTSR,test,test::1707.01239v1.1,> 1.0485,> 1.0485,>1.0485,vision,symbolic,correct,symbolic
SciTSR,test,test::1707.02655v2.1,,,,text,missing cell,missing cell,correct
SciTSR,test,test::1707.04151v1.2,arena size,,arena size,text,missing cell,missing cell,correct
SciTSR,test,test::1707.04151v1.2,obstacles,,obstacles,text,missing cell,missing cell,correct
SciTSR,test,test::1707.04151v1.2,boundedmotionplan,boundedmotionplan,,vision,missing cell,correct,missing cell
SciTSR,test,test::1707.04151v1.2,dim.,,dim.,text,missing cell,missing cell,correct
SciTSR,test,test::1707.04151v1.2,omplrrt,omplrrt,,vision,missing cell,correct,missing cell
SciTSR,test,test::1707.06799v2.15,56,56,-,vision,other semantic,correct,other semantic
SciTSR,test,test::1707.06799v2.15,115,115,96,vision,numeric value,correct,numeric value
SciTSR,test,test::1707.06799v2.15,-0.01,-0.01,,vision,empty content,correct,empty content
SciTSR,test,test::1707.06799v2.15,-0.04 events,-0.04 events,126,vision,other semantic,correct,other semantic
SciTSR,test,test::1707.06799v2.15,106,106,115,vision,numeric value,correct,numeric value
SciTSR,test,test::1707.06799v2.15,-0.03 chunking,-0.03 chunking,174,vision,other semantic,correct,other semantic
SciTSR,test,test::1707.06799v2.15,-0.01 entities,-0.01 entities,192,vision,other semantic,correct,other semantic
SciTSR,test,test::1707.06799v2.15,92,92,,vision,missing cell,correct,missing cell
SciTSR,test,test::1707.06799v2.15,-,-,,vision,missing cell,correct,missing cell
SciTSR,test,test::1707.06799v2.15,115,115,,vision,missing cell,correct,missing cell
SciTSR,test,test::1707.06799v2.15,96,96,92,vision,numeric value,correct,numeric value
SciTSR,test,test::1707.06799v2.15,126,126,56,vision,numeric value,correct,numeric value
SciTSR,test,test::1707.06799v2.15,115,115,,vision,missing cell,correct,missing cell
SciTSR,test,test::1707.06799v2.15,174,174,106,vision,numeric value,correct,numeric value
SciTSR,test,test::1707.06799v2.15,-0.01 ner,-0.01 ner,115,vision,other semantic,correct,other semantic
SciTSR,test,test::1707.06799v2.15,192,192,175,vision,numeric value,correct,numeric value
SciTSR,test,test::1707.06799v2.15,175,175,115,vision,numeric value,correct,numeric value
SciTSR,test,test::1707.07628v1.1,,,,text,missing cell,missing cell,correct
SciTSR,test,test::1707.07628v1.1,,,,text,missing cell,missing cell,correct
SciTSR,test,test::1707.07628v1.1,,,,text,missing cell,missing cell,correct
SciTSR,test,test::1707.07628v1.1,,,,text,missing cell,missing cell,correct
SciTSR,test,test::1707.07628v1.1,,word,,text,empty content,empty content,correct
SciTSR,test,test::1707.07628v1.1,,,,text,missing cell,missing cell,correct
SciTSR,test,test::1707.07628v1.1,,,,text,missing cell,missing cell,correct
SciTSR,test,test::1707.07628v1.1,jig,,jig,text,missing cell,missing cell,correct
SciTSR,test,test::1707.07628v1.1,,,,text,missing cell,missing cell,correct
SciTSR,test,test::1707.07628v1.1,word,,word,text,empty content,empty content,correct
SciTSR,test,test::1707.07628v1.1,,,,text,missing cell,missing cell,correct
SciTSR,test,test::1707.07628v1.1,time,,time,text,missing cell,missing cell,correct
SciTSR,test,test::1707.07628v1.1,,,,text,missing cell,missing cell,correct
SciTSR,test,test::1707.07628v1.1,,,,text,missing cell,missing cell,correct
SciTSR,test,test::1707.07628v1.1,,,,text,missing cell,missing cell,correct
SciTSR,test,test::1707.07628v1.1,,,,text,missing cell,missing cell,correct
SciTSR,test,test::1707.07628v1.1,,,,text,missing cell,missing cell,correct
SciTSR,test,test::1707.07628v1.1,,,,text,missing cell,missing cell,correct
SciTSR,test,test::1707.07628v1.1,cobblers,,cobblers,text,missing cell,missing cell,correct
SciTSR,test,test::1707.07628v1.1,have,,have,text,missing cell,missing cell,correct
SciTSR,test,test::1707.07628v1.1,,,,text,missing cell,missing cell,correct
SciTSR,test,test::1707.07628v1.1,,,,text,missing cell,missing cell,correct
SciTSR,test,test::1707.07628v1.1,,,,text,missing cell,missing cell,correct
SciTSR,test,test::1707.09669v2.5,m-query,,m-query,text,missing cell,missing cell,correct
SciTSR,test,test::1707.09669v2.5,-,,-,text,empty content,empty content,correct
SciTSR,test,test::1707.09669v2.5,s-query,,s-query,text,missing cell,missing cell,correct
SciTSR,test,test::1707.09669v2.5,ldehl,- ldehl,ldehl,text,truncation / merge,truncation / merge,correct
SciTSR,test,test::1707.09669v2.5,-,,-,text,empty content,empty content,correct
SciTSR,test,test::1707.09813v1.2,myo,myo,,vision,missing cell,correct,missing cell
SciTSR,test,test::1707.09813v1.2,es,es,,vision,missing cell,correct,missing cell
SciTSR,test,test::1707.09813v1.4,"-12.09,24.47","-12.09, 24.47","-12.09,24.47",text,symbolic,symbolic,correct
SciTSR,test,test::1707.09813v1.4,myocardial mass,,myocardial mass,text,missing cell,missing cell,correct
SciTSR,test,test::1707.09813v1.4,"-10.37,12.87","-10.37, 12.87","-10.37,12.87",text,symbolic,symbolic,correct
SciTSR,test,test::1707.09813v1.4,"-7.67,9.75","-7.67, 9.75","-7.67,9.75",text,symbolic,symbolic,correct
SciTSR,test,test::1707.09813v1.4,"-17.17,27.15","-17.17, 27.15","-17.17,27.15",text,symbolic,symbolic,correct
SciTSR,test,test::1707.09813v1.4,"-15.11,34.35","-15.11, 34.35","-15.11,34.35",text,symbolic,symbolic,correct
SciTSR,test,test::1707.09813v1.4,ejection fraction,,ejection fraction,text,missing cell,missing cell,correct
SciTSR,test,test::1707.09813v1.4,loa,loa,lo,vision,truncation / merge,correct,truncation / merge
SciTSR,test,test::1708.00154v1.6,rmrt,rmr_t,rmrt,text,symbolic,symbolic,correct
SciTSR,test,test::1708.00154v1.6,ctrt,ctr_t,ctrt,text,symbolic,symbolic,correct
SciTSR,test,test::1708.00154v1.7,ctrt,ctr_t,ctrt,text,symbolic,symbolic,correct
SciTSR,test,test::1708.00154v1.7,rmrt,rmr_t,rmrt,text,symbolic,symbolic,correct
SciTSR,test,test::1708.00154v1.7,f1,,f1,text,empty content,empty content,correct
SciTSR,test,test::1708.00154v1.7,methods,,methods,text,missing cell,missing cell,correct
SciTSR,test,test::1708.00726v1.3,,,,text,missing cell,missing cell,correct
SciTSR,test,test::1708.00726v1.3,,,,text,missing cell,missing cell,correct
SciTSR,test,test::1708.01143v1.14,σ noise,σ noise,σ_noise_,vision,symbolic,correct,symbolic
SciTSR,test,test::1708.02420v1.13,,model,,text,empty content,empty content,correct
SciTSR,test,test::1708.02420v1.13,,emb.,,text,empty content,empty content,correct
SciTSR,test,test::1708.02420v1.13,model,,model,text,missing cell,missing cell,correct
SciTSR,test,test::1708.02420v1.13,emb.,,emb.,text,missing cell,missing cell,correct
SciTSR,test,test::1708.02420v1.13,+,+,·/·,vision,other semantic,correct,other semantic
SciTSR,test,test::1708.03822v1.5,acf,,acf,text,missing cell,missing cell,correct
SciTSR,test,test::1708.03822v1.5,dis,,dis,text,missing cell,missing cell,correct
SciTSR,test,test::1708.03822v1.5,li,,li,text,missing cell,missing cell,correct
SciTSR,test,test::1708.03822v1.5,pacf,,pacf,text,missing cell,missing cell,correct
SciTSR,test,test::1708.03822v1.5,nc,,nc,text,missing cell,missing cell,correct
SciTSR,test,test::1708.04150v1.5,method,,method,text,missing cell,missing cell,correct
SciTSR,test,test::1708.05592v1.1,+uni-rnn,,+uni-rnn,text,missing cell,missing cell,correct
SciTSR,test,test::1708.05592v1.1,lattice,,lattice,text,missing cell,missing cell,correct
SciTSR,test,test::1708.05592v1.1,100-best,100-best lattice,100-best,text,truncation / merge,truncation / merge,correct
SciTSR,test,test::1708.05592v1.12,+su-rnn,,+su-rnn,text,missing cell,missing cell,correct
SciTSR,test,test::1708.05592v1.12,words,,words,text,missing cell,missing cell,correct
SciTSR,test,test::1708.05592v1.12,,,,text,missing cell,missing cell,correct
SciTSR,test,test::1708.05592v1.2,speed(w/s),,speed(w/s),text,missing cell,missing cell,correct
SciTSR,test,test::1708.05592v1.2,#succeed,#succeed words,#succeed,text,truncation / merge,truncation / merge,correct
SciTSR,test,test::1708.05592v1.2,train,train speed(w/s),train,text,truncation / merge,truncation / merge,correct
SciTSR,test,test::1708.05592v1.2,(pseudo),(pseudo) ppl,(pseudo),text,truncation / merge,truncation / merge,correct
SciTSR,test,test::1708.05592v1.2,su-rnn,su-rnn,,vision,missing cell,correct,missing cell
SciTSR,test,test::1708.05592v1.2,ppl,,ppl,text,missing cell,missing cell,correct
SciTSR,test,test::1708.05592v1.2,lm,,lm,text,missing cell,missing cell,correct
SciTSR,test,test::1708.05592v1.2,words,,words,text,missing cell,missing cell,correct
SciTSR,test,test::1708.05592v1.4,-,- 22.33,-,text,truncation / merge,truncation / merge,correct
SciTSR,test,test::1708.05592v1.4,vit,vit,,vision,missing cell,correct,missing cell
SciTSR,test,test::1708.05592v1.4,100-best,100-best lattice,100-best,text,truncation / merge,truncation / merge,correct
SciTSR,test,test::1708.05592v1.4,22.30,,22.30,text,missing cell,missing cell,correct
SciTSR,test,test::1708.05592v1.4,22.33,,22.33,text,missing cell,missing cell,correct
SciTSR,test,test::1708.05592v1.4,22.49,,22.49,text,missing cell,missing cell,correct
SciTSR,test,test::1708.05592v1.4,lattice,,lattice,text,missing cell,missing cell,correct
SciTSR,test,test::1708.05592v1.4,22.51,22.51 22.49,22.51,text,truncation / merge,truncation / merge,correct
SciTSR,test,test::1708.05592v1.4,-,- 22.30,-,text,truncation / merge,truncation / merge,correct
SciTSR,test,test::1708.05592v1.4,22.53,,22.53,text,missing cell,missing cell,correct
SciTSR,test,test::1708.05592v1.4,22.68,22.68 22.53,22.68,text,truncation / merge,truncation / merge,correct
SciTSR,test,test::1708.05592v1.4,vit,vit,,vision,missing cell,correct,missing cell
SciTSR,test,test::1708.05592v1.4,cn,cn,,vision,missing cell,correct,missing cell
SciTSR,test,test::1708.05592v1.4,+uni-rnn,,+uni-rnn,text,missing cell,missing cell,correct
SciTSR,test,test::1708.05592v1.4,cn,cn,,vision,missing cell,correct,missing cell
SciTSR,test,test::1708.05592v1.7,,,,text,missing cell,missing cell,correct
SciTSR,test,test::1708.06126v1.2,,,,text,missing cell,missing cell,correct
SciTSR,test,test::1708.06126v1.2,,,,text,missing cell,missing cell,correct
SciTSR,test,test::1708.06126v1.2,mobile app,mobile app,,vision,missing cell,correct,missing cell
SciTSR,test,test::1708.07104v1.5,f1legitimate,f1_{legitimate},f1legitimate,text,symbolic,symbolic,correct
SciTSR,test,test::1711.04883v1.1,2017.4 intel driver bandwidth mb/s,2017.4 intel driver bandwidth mb/s,,vision,missing cell,correct,missing cell
SciTSR,test,test::1711.05979v2.8,speed (# of samples per second),speed (# of samples per second),,vision,missing cell,correct,missing cell
SciTSR,test,test::1711.05979v2.8,,,,text,missing cell,missing cell,correct
SciTSR,test,test::1711.05979v2.8,,,,text,missing cell,missing cell,correct
SciTSR,test,test::1711.07611v1.3,46.5 †,46.5 †,46.5‡,vision,other semantic,correct,other semantic
SciTSR,test,test::1711.07611v1.3,72.1 †,72.1 †,72.1‡,vision,other semantic,correct,other semantic
SciTSR,test,test::1711.07611v1.3,70.1†,70.1†,70.1‡,vision,other semantic,correct,other semantic
SciTSR,test,test::1711.07915v1.6,,,,text,missing cell,missing cell,correct
SciTSR,test,test::1711.08789v3.1,audio encoder,audio encoder,,vision,missing cell,correct,missing cell
SciTSR,test,test::1711.08789v3.1,layer,,layer,text,missing cell,missing cell,correct
SciTSR,test,test::1711.09541v1.2,dataset,,dataset,text,missing cell,missing cell,correct
SciTSR,test,test::1711.09767v1.2,method,,method,text,missing cell,missing cell,correct
SciTSR,test,test::1711.09767v1.2,training data,,training data,text,missing cell,missing cell,correct
SciTSR,test,test::1712.03337v1.5,3sources,3sources,,vision,missing cell,correct,missing cell
SciTSR,test,test::1712.03337v1.5,metabric,metabric,,vision,missing cell,correct,missing cell
SciTSR,test,test::1712.03337v1.5,yale face b,yale face b,,vision,missing cell,correct,missing cell
SciTSR,test,test::1712.04402v1.2,f1-score random forest (train/test),f1-score random forest (train/test),,vision,missing cell,correct,missing cell
