dataset,group,table_id,gt_text,vision_text,text_text,winner,vt_diff,vision_vs_gt,text_vs_gt
A25,CompSci,CompSci::16025-5,75.0,75.0,,vision,empty content,correct,empty content
A25,CompSci,CompSci::16025-5,77.0,77.0,75.0,vision,numeric value,correct,numeric value
A25,CompSci,CompSci::16025-5,76.0,76.0,77.0,vision,numeric value,correct,numeric value
A25,CompSci,CompSci::16025-5,77.1,77.1,,vision,empty content,correct,empty content
A25,CompSci,CompSci::16025-5,73.7,73.7,77.1,vision,numeric value,correct,numeric value
A25,CompSci,CompSci::16025-5,75.3,75.3,73.7,vision,numeric value,correct,numeric value
A25,CompSci,CompSci::16025-5,69.5,69.5,,vision,empty content,correct,empty content
A25,CompSci,CompSci::16025-5,64.5,64.5,69.5,vision,numeric value,correct,numeric value
A25,CompSci,CompSci::16025-5,66.9,66.9,64.5,vision,numeric value,correct,numeric value
A25,CompSci,CompSci::16025-5,54.8,54.8,,vision,empty content,correct,empty content
A25,CompSci,CompSci::16025-5,47.2,47.2,54.8,vision,numeric value,correct,numeric value
A25,CompSci,CompSci::16025-5,50.8,50.8,47.2,vision,numeric value,correct,numeric value
A25,CompSci,CompSci::16025-5,62.5,62.5,,vision,empty content,correct,empty content
A25,CompSci,CompSci::16025-5,61.9,61.9,62.5,vision,numeric value,correct,numeric value
A25,CompSci,CompSci::16025-5,62.2,62.2,61.9,vision,numeric value,correct,numeric value
A25,CompSci,CompSci::16025-5,70.4,70.4,,vision,empty content,correct,empty content
A25,CompSci,CompSci::16025-5,62.0,62.0,70.4,vision,numeric value,correct,numeric value
A25,CompSci,CompSci::16025-5,65.9,65.9,62.0,vision,numeric value,correct,numeric value
A25,CompSci,CompSci::16025-5,65.3,65.3,,vision,empty content,correct,empty content
A25,CompSci,CompSci::16025-5,60.5,60.5,65.3,vision,numeric value,correct,numeric value
A25,CompSci,CompSci::16025-5,62.8,62.8,60.5,vision,numeric value,correct,numeric value
A25,CompSci,CompSci::16025-5,81.7,81.7,,vision,empty content,correct,empty content
A25,CompSci,CompSci::16025-5,87.9,87.9,81.7,vision,numeric value,correct,numeric value
A25,CompSci,CompSci::16025-5,84.7,84.7,87.9,vision,numeric value,correct,numeric value
A25,CompSci,CompSci::16025-5,84.3,84.3,,vision,empty content,correct,empty content
A25,CompSci,CompSci::16025-5,84.9,84.9,84.3,vision,numeric value,correct,numeric value
A25,CompSci,CompSci::16025-5,84.6,84.6,84.9,vision,numeric value,correct,numeric value
A25,CompSci,CompSci::16031-5,where in qatar is the best place for snorkeling? i'm planning to go out next friday but don't know where to go.,where in qatar is the best place for snorke- ling? i’m planning to go out next friday but don’t know where to go.,where in qatar is the best place for snorkeling? i'm planning to go out next friday but don't know where to go.,text,other semantic,other semantic,correct
A25,CompSci,CompSci::16031-5,where is the best place in qatar for holiday? i'm going to go to sealine but don't know.,where is the best place in qatar for holi- day? i’m going to go to sealine but don’t know.,where is the best place in qatar for holiday? i'm going to go to sealine but don't know.,text,other semantic,other semantic,correct
A25,CompSci,CompSci::16031-5,i'm planning to go out next friday but don't know where is the best place for snorkeling in qatar?,i’m planning to go out next friday but don’t know where is the best place for snorkeling in qatar?,i'm planning to go out next friday but don't know where is the best place for snorkeling in qatar?,text,other semantic,other semantic,correct
A25,CompSci,CompSci::16055-1,500k,500k,500 k,vision,symbolic,correct,symbolic
A25,CompSci,CompSci::16055-1,231k,231k,231 k,vision,symbolic,correct,symbolic
A25,CompSci,CompSci::16055-1,202 k,202k,202 k,text,symbolic,symbolic,correct
A25,CompSci,CompSci::16055-1,262 k,262k,262 k,text,symbolic,symbolic,correct
A25,CompSci,CompSci::16055-1,3.0 m,3.0m,3.0 m,text,symbolic,symbolic,correct
A25,CompSci,CompSci::16055-1,3.7 m,3.7m,3.7 m,text,symbolic,symbolic,correct
A25,CompSci,CompSci::16055-1,3.0 m,3.0m,3.0 m,text,symbolic,symbolic,correct
A25,CompSci,CompSci::16055-1,4.4,84.4,4.4,text,truncation / merge,truncation / merge,correct
A25,CompSci,CompSci::16055-1,2.3 m,2.3m,2.3 m,text,symbolic,symbolic,correct
A25,CompSci,CompSci::16055-1,2.9 m,2.9m,2.9 m,text,symbolic,symbolic,correct
A25,CompSci,CompSci::16055-1,11.6 m,11.6m,11.6 m,text,symbolic,symbolic,correct
A25,CompSci,CompSci::16055-1,140.2 m,140.2m,140.2 m,text,symbolic,symbolic,correct
A25,CompSci,CompSci::16055-1,3.8†‡,3.8††,3.8†‡,text,other semantic,other semantic,correct
A25,CompSci,CompSci::16055-1,10.3 m,10.3m,10.3 m,text,symbolic,symbolic,correct
A25,CompSci,CompSci::16068-2,discretized,discretized,,vision,missing cell,correct,missing cell
A25,CompSci,CompSci::16089-8,synpos + co-ocurrence,synpos + co-occurrence,synpos + co-ocurrence,text,other semantic,other semantic,correct
A25,ICDAR,ICDAR::eu-001-1,to air kg / year,to air kg/year,to air kg / year,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-001-1,to water kg / year,to water kg/year,to water kg / year,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-001-1,to land kg / year,to land kg/year,to land kg / year,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-001-1,100000,100 000,100000,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-001-1,10000,10 000,10000,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-001-2,10000,10 000,10000,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-001-2,carbon monoxide (co),carbon monoxide (co),carbon monoxide (co) chlorine and inorganic compounds (as hcl),vision,truncation / merge,correct,truncation / merge
A25,ICDAR,ICDAR::eu-001-2,500000,500 000,500000,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-001-2,chlorine and inorganic compounds (as hcl),chlorine and inorganic compounds (as hcl),chlorofluorocarbons (cfcs) flourine and inorganic compounds (as hf),vision,other semantic,correct,other semantic
A25,ICDAR,ICDAR::eu-001-2,10 000,10 000,,vision,missing cell,correct,missing cell
A25,ICDAR,ICDAR::eu-001-2,-,-,,vision,missing cell,correct,missing cell
A25,ICDAR,ICDAR::eu-001-2,-,-,,vision,missing cell,correct,missing cell
A25,ICDAR,ICDAR::eu-001-2,chlorofluorocarbons (cfcs),chlorofluorocarbons (cfcs),halons hydrochlorofluorocarbons (hcfcs),vision,other semantic,correct,other semantic
A25,ICDAR,ICDAR::eu-001-2,1,1,10000,vision,truncation / merge,correct,truncation / merge
A25,ICDAR,ICDAR::eu-001-2,flourine and inorganic compounds (as hf),flourine and inorganic compounds (as hf),nitrogen oxides (nox/no2),vision,other semantic,correct,other semantic
A25,ICDAR,ICDAR::eu-001-2,halons,halons,non-methane volatile organic compounds (nmvoc),vision,other semantic,correct,other semantic
A25,ICDAR,ICDAR::eu-001-2,1,1,100000,vision,truncation / merge,correct,truncation / merge
A25,ICDAR,ICDAR::eu-001-2,-,-,-1,vision,truncation / merge,correct,truncation / merge
A25,ICDAR,ICDAR::eu-001-2,hydrochlorofluorocarbons (hcfcs),hydrochlorofluorocarbons (hcfcs),sulphur oxides (sox/so2),vision,other semantic,correct,other semantic
A25,ICDAR,ICDAR::eu-001-2,1,1,150000,vision,truncation / merge,correct,truncation / merge
A25,ICDAR,ICDAR::eu-001-2,hydrogen cyanide (hcn),hydrogen cyanide (hcn),,vision,missing cell,correct,missing cell
A25,ICDAR,ICDAR::eu-001-2,200,200,,vision,missing cell,correct,missing cell
A25,ICDAR,ICDAR::eu-001-2,-,-,,vision,missing cell,correct,missing cell
A25,ICDAR,ICDAR::eu-001-2,-,-,,vision,missing cell,correct,missing cell
A25,ICDAR,ICDAR::eu-001-2,nitrogen oxides (nox/no2),nitrogen oxides (nox/no2),,vision,missing cell,correct,missing cell
A25,ICDAR,ICDAR::eu-001-2,-,-,,vision,missing cell,correct,missing cell
A25,ICDAR,ICDAR::eu-001-2,-,-,,vision,missing cell,correct,missing cell
A25,ICDAR,ICDAR::eu-001-2,non-methane volatile organic compounds (nmvoc),non-methane volatile organic compounds (nmvoc),,vision,missing cell,correct,missing cell
A25,ICDAR,ICDAR::eu-001-2,-,-,,vision,missing cell,correct,missing cell
A25,ICDAR,ICDAR::eu-001-2,-,-,,vision,missing cell,correct,missing cell
A25,ICDAR,ICDAR::eu-001-2,sulphur oxides (sox/so2),sulphur oxides (sox/so2),,vision,missing cell,correct,missing cell
A25,ICDAR,ICDAR::eu-001-2,-,-,,vision,missing cell,correct,missing cell
A25,ICDAR,ICDAR::eu-001-2,-,-,,vision,missing cell,correct,missing cell
A25,ICDAR,ICDAR::eu-001-4,1000,1 000,1000,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-001-4,1000,1 000,1000,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-001-4,1000,1 000,1000,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-001-4,1000,1 000,1000,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-001-4,2000,2 000,2000,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-001-4,2000,2 000,2000,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-001-4,vinyl chloride,vynil chloride,vinyl chloride,text,other semantic,other semantic,correct
A25,ICDAR,ICDAR::eu-001-4,1000,1 000,1000,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-003-2,number financial companies,number of financial companies,number financial companies,text,other semantic,other semantic,correct
A25,ICDAR,ICDAR::eu-003-2,number of financial companies on ftse eurotop 100,number of financial companies on ftse eurotop 100,number of financial companies ftse,vision,other semantic,correct,other semantic
A25,ICDAR,ICDAR::eu-003-2,pct of ftse eurotop 100 companies,pct of ftse eurotop 100 companies,,vision,missing cell,correct,missing cell
A25,ICDAR,ICDAR::eu-003-2,o reclassifications,0 reclassifications,o reclassifications,text,other semantic,other semantic,correct
A25,ICDAR,ICDAR::eu-003-2,52 %,52%,52 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-003-2,64%,64%,,vision,missing cell,correct,missing cell
A25,ICDAR,ICDAR::eu-003-2,28 %,28%,28 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-003-2,18%,18%,,vision,missing cell,correct,missing cell
A25,ICDAR,ICDAR::eu-003-2,11 %,11%,11 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-003-2,9%,9%,,vision,missing cell,correct,missing cell
A25,ICDAR,ICDAR::eu-003-2,8 %,8%,8 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-003-2,9%,9%,,vision,missing cell,correct,missing cell
A25,ICDAR,ICDAR::eu-003-2,1 %,1%,1 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-003-2,0%,0%,,vision,missing cell,correct,missing cell
A25,ICDAR,ICDAR::eu-003-2,,,,vision,missing cell,correct,missing cell
A25,ICDAR,ICDAR::eu-003-3,reclassification from fair value through profit and loss to held maturity,reclassification from fair value through profit and loss to held to maturity,reclassification from fair value through profit and loss to held maturity,text,other semantic,other semantic,correct
A25,ICDAR,ICDAR::eu-003-3,number of financial companies where the disclosure requirements were stricter,number of financial companies where the disclosure requirements were stricter,number of financial companie where the disclosure requirements were stricter,vision,other semantic,correct,other semantic
A25,ICDAR,ICDAR::eu-004-6.1,per capita gnp (000) 1995,per capita gnp (000) 1995,per capita gnp (s000) 1995,vision,other semantic,correct,other semantic
A25,ICDAR,ICDAR::eu-004-6.1,population 1995 (mn),population 1995 (mn),population 1995 (nm),vision,other semantic,correct,other semantic
A25,ICDAR,ICDAR::eu-004-6.1,inhabitants per outlet,inhabitants per outlet,inhabitants per outlet (ecu bn),vision,truncation / merge,correct,truncation / merge
A25,ICDAR,ICDAR::eu-004-6.5,current level*,current level*,current level,vision,truncation / merge,correct,truncation / merge
A25,ICDAR,ICDAR::eu-004-6.5,(78),(78),( 78 ),vision,symbolic,correct,symbolic
A25,ICDAR,ICDAR::eu-004-6.5,(59),(59),( 59 ),vision,symbolic,correct,symbolic
A25,ICDAR,ICDAR::eu-004-6.7,growth in share,,growth in share,text,missing cell,missing cell,correct
A25,ICDAR,ICDAR::eu-004-6.7,no. of stores,no. of stores,no. of,vision,truncation / merge,correct,truncation / merge
A25,ICDAR,ICDAR::eu-004-6.7,(% points),,(% points),text,missing cell,missing cell,correct
A25,ICDAR,ICDAR::eu-004-6.7,n.a.,n.a.,n.a,vision,truncation / merge,correct,truncation / merge
A25,ICDAR,ICDAR::eu-004-6.7,n.a.,n.a.,n.a,vision,truncation / merge,correct,truncation / merge
A25,ICDAR,ICDAR::eu-005-7.5,,,73.3,vision,empty content,correct,empty content
A25,ICDAR,ICDAR::eu-005-7.5,73.3,73.3,,vision,empty content,correct,empty content
A25,ICDAR,ICDAR::eu-005-7.5,55,55,,vision,empty content,correct,empty content
A25,ICDAR,ICDAR::eu-005-7.5,,,61.7,vision,empty content,correct,empty content
A25,ICDAR,ICDAR::eu-005-7.5,61.7,61.7,,vision,empty content,correct,empty content
A25,ICDAR,ICDAR::eu-006-8.14,28 %,28%,28 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-006-8.14,25 %,25%,25 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-006-8.14,23 %,23%,23 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-006-8.14,22 %,22%,22 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-006-8.14,19 %,19%,19 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-006-8.14,10 %,10%,10 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-007-8.21,14.9 %,14.9%,14.9 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-007-8.21,16.5 %,16.5%,16.5 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-007-8.21,17.0 %,17.0%,17.0 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-007-8.21,16.5 %,16.5%,16.5 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-007-8.21,14.2 %,14.2%,14.2 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-007-8.21,13.8 %,13.8%,13.8 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-007-8.21,13.2 %,13.2%,13.2 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-007-8.21,13.2 %,13.2%,13.2 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-007-8.21,7.0 %,7.0%,7.0 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-007-8.21,6.2 %,6.2%,6.2 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-007-8.21,5.8 %,5.8%,5.8 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-007-8.21,5.4 %,5.4%,5.4 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-007-8.21,5.6 %,5.6%,5.6 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-007-8.21,4.5 %,4.5%,4.5 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-007-8.21,3.0 %,3.0%,3.0 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-007-8.21,3.1 %,3.1%,3.1 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-007-8.21,15.9 %,15.9%,15.9 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-007-8.21,17.3 %,17.3%,17.3 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-007-8.21,3.3 %,3.3%,3.3 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-007-8.21,3.4 %,3.4%,3.4 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-007-8.23,astra calvé,astra calvé,,vision,missing cell,correct,missing cell
A25,ICDAR,ICDAR::eu-007-8.23,besnier,besnier,,vision,missing cell,correct,missing cell
A25,ICDAR,ICDAR::eu-007-8.23,total: 18.1% bfpridel (4.4%) président (13.5%),total: 18.1% bfpridel (4.4%) président (13.5%),,vision,empty content,correct,empty content
A25,ICDAR,ICDAR::eu-007-8.23,total: 0%,total: 0%,"(fruit d'or, plantafin,",vision,other semantic,correct,other semantic
A25,ICDAR,ICDAR::eu-007-8.23,total: 9.5% bridélight (5.6%) bridélice (3.2%) président (0.7%),total: 9.5% bridélight (5.6%) bridélice (3.2%) président (0.7%),fruit d' or (8.4%),vision,other semantic,correct,other semantic
A25,ICDAR,ICDAR::eu-007-8.23,cema,cema,,vision,missing cell,correct,missing cell
A25,ICDAR,ICDAR::eu-007-8.23,primevère (1.3%),primevère (1.3%),"equilibre, effi, astra, ...)",vision,other semantic,correct,other semantic
A25,ICDAR,ICDAR::eu-007-8.23,,,effi (10.5%),vision,empty content,correct,empty content
A25,ICDAR,ICDAR::eu-007-8.23,cle,cle,,vision,missing cell,correct,missing cell
A25,ICDAR,ICDAR::eu-007-8.23,elles § vire (6.7%),elles § vire (6.7%),total: 18.1%,vision,other semantic,correct,other semantic
A25,ICDAR,ICDAR::eu-007-8.23,,,total: 0%,vision,empty content,correct,empty content
A25,ICDAR,ICDAR::eu-007-8.23,,,total: 9.5%,vision,empty content,correct,empty content
A25,ICDAR,ICDAR::eu-007-8.23,paysan breton (6.3%),paysan breton (6.3%),bfpridel (4.4%),vision,other semantic,correct,other semantic
A25,ICDAR,ICDAR::eu-007-8.23,,,bridélight (5.6%),vision,empty content,correct,empty content
A25,ICDAR,ICDAR::eu-007-8.23,vedial,vedial,,vision,missing cell,correct,missing cell
A25,ICDAR,ICDAR::eu-007-8.23,total: 0%,total: 0%,président (13.5%),vision,other semantic,correct,other semantic
A25,ICDAR,ICDAR::eu-007-8.23,"total: 19% (prima, st hubert 41, le fleurier,mr tournesol, tournolive...)","total: 19% (prima, st hubert 41, le fleurier,mr tournesol, tournolive...)",,vision,empty content,correct,empty content
A25,ICDAR,ICDAR::eu-007-8.23,total: 34.8% prima (3.3%) st hubert 41 (18.7%) le fleurier (12.8%),total: 34.8% prima (3.3%) st hubert 41 (18.7%) le fleurier (12.8%),bridélice (3.2%),vision,other semantic,correct,other semantic
A25,ICDAR,ICDAR::eu-007-8.23,own brands,own brands,,vision,missing cell,correct,missing cell
A25,ICDAR,ICDAR::eu-007-8.23,others,others,cema,vision,other semantic,correct,other semantic
A25,ICDAR,ICDAR::eu-009a-1,1,,1,text,missing cell,missing cell,correct
A25,ICDAR,ICDAR::eu-009a-1,"involvement ""at the beginning of project preparation""",,"involvement ""at the beginning of project preparation""",text,missing cell,missing cell,correct
A25,ICDAR,ICDAR::eu-009a-1,1b,1b,2a,vision,other semantic,correct,other semantic
A25,ICDAR,ICDAR::eu-009a-1,2a,2a,3a,vision,numeric value,correct,numeric value
A25,ICDAR,ICDAR::eu-009a-1,influence on project concept,influence on project concept,no influence on project concept (presentation,vision,truncation / merge,correct,truncation / merge
A25,ICDAR,ICDAR::eu-009a-1,,,,text,missing cell,missing cell,correct
A25,ICDAR,ICDAR::eu-009a-1,,,,text,missing cell,missing cell,correct
A25,ICDAR,ICDAR::eu-009a-1,2b,2b,3b,vision,numeric value,correct,numeric value
A25,ICDAR,ICDAR::eu-009a-1,no influence on project concept (presentation only),no influence on project concept (presentation only),other presentation issues,vision,other semantic,correct,other semantic
A25,ICDAR,ICDAR::eu-009a-1,3a,3a,,vision,missing cell,correct,missing cell
A25,ICDAR,ICDAR::eu-009a-1,influence on project concept,influence on project concept,,vision,missing cell,correct,missing cell
A25,ICDAR,ICDAR::eu-009a-1,3b,3b,,vision,missing cell,correct,missing cell
A25,ICDAR,ICDAR::eu-009a-1,other presentation issues,other presentation issues,,vision,missing cell,correct,missing cell
A25,ICDAR,ICDAR::eu-012-2,,agriculture,,text,empty content,empty content,correct
A25,ICDAR,ICDAR::eu-012-2,agri,industry,agri,text,other semantic,other semantic,correct
A25,ICDAR,ICDAR::eu-012-2,services,,services,text,missing cell,missing cell,correct
A25,ICDAR,ICDAR::eu-012-2,1991,,1991,text,missing cell,missing cell,correct
A25,ICDAR,ICDAR::eu-012-2,1996,,1996,text,missing cell,missing cell,correct
A25,ICDAR,ICDAR::eu-012-2,2001,,2001,text,missing cell,missing cell,correct
A25,ICDAR,ICDAR::eu-012-2,2003,,2003,text,missing cell,missing cell,correct
A25,ICDAR,ICDAR::eu-012-3,female,male,female,text,truncation / merge,truncation / merge,correct
A25,ICDAR,ICDAR::eu-012-3,male,total,male,text,other semantic,other semantic,correct
A25,ICDAR,ICDAR::eu-012-3,total,15-24,total,text,other semantic,other semantic,correct
A25,ICDAR,ICDAR::eu-012-3,15-24,female,15-24,text,other semantic,other semantic,correct
A25,ICDAR,ICDAR::eu-012-3,female,male,female,text,truncation / merge,truncation / merge,correct
A25,ICDAR,ICDAR::eu-012-3,male,total,male,text,other semantic,other semantic,correct
A25,ICDAR,ICDAR::eu-012-3,total,15-24,total,text,other semantic,other semantic,correct
A25,ICDAR,ICDAR::eu-012-3,15-24,female,15-24,text,other semantic,other semantic,correct
A25,ICDAR,ICDAR::eu-012-3,female,male,female,text,truncation / merge,truncation / merge,correct
A25,ICDAR,ICDAR::eu-012-3,male,total,male,text,other semantic,other semantic,correct
A25,ICDAR,ICDAR::eu-012-3,total,15-24,total,text,other semantic,other semantic,correct
A25,ICDAR,ICDAR::eu-017-CA3,41.2,48.4,41.2,text,numeric value,numeric value,correct
A25,ICDAR,ICDAR::eu-018-CA7,country,,country,text,missing cell,missing cell,correct
A25,ICDAR,ICDAR::eu-018-CA7,sample unit,,sample unit,text,missing cell,missing cell,correct
A25,ICDAR,ICDAR::eu-018-CA7,2007,2007,,vision,missing cell,correct,missing cell
A25,ICDAR,ICDAR::eu-018-CA7,2006,2006,,vision,missing cell,correct,missing cell
A25,ICDAR,ICDAR::eu-018-CA7,2005,2005,,vision,missing cell,correct,missing cell
A25,ICDAR,ICDAR::eu-018-CA7,2004,2004,,vision,missing cell,correct,missing cell
A25,ICDAR,ICDAR::eu-018-CA7,2003,2003,,vision,missing cell,correct,missing cell
A25,ICDAR,ICDAR::eu-018-CA7,n,n,109,vision,other semantic,correct,other semantic
A25,ICDAR,ICDAR::eu-018-CA7,% pos,% pos,0.9,vision,other semantic,correct,other semantic
A25,ICDAR,ICDAR::eu-018-CA7,n,n,93,vision,other semantic,correct,other semantic
A25,ICDAR,ICDAR::eu-018-CA7,% pos,% pos,1.1,vision,other semantic,correct,other semantic
A25,ICDAR,ICDAR::eu-018-CA7,n,n,89,vision,other semantic,correct,other semantic
A25,ICDAR,ICDAR::eu-018-CA7,% pos,% pos,1.1,vision,other semantic,correct,other semantic
A25,ICDAR,ICDAR::eu-018-CA7,n,n,-,vision,other semantic,correct,other semantic
A25,ICDAR,ICDAR::eu-018-CA7,% pos,% pos,-,vision,other semantic,correct,other semantic
A25,ICDAR,ICDAR::eu-018-CA7,n,n,-,vision,other semantic,correct,other semantic
A25,ICDAR,ICDAR::eu-018-CA7,% pos,% pos,,vision,missing cell,correct,missing cell
A25,ICDAR,ICDAR::eu-018-CA7,single,,single,text,empty content,empty content,correct
A25,ICDAR,ICDAR::eu-018-CA7,25 g,,25 g,text,missing cell,missing cell,correct
A25,ICDAR,ICDAR::eu-018-CA7,25 g,25g,25 g,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-018-CA7,25 g,25g,25 g,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-018-CA7,0,0.5,0,text,truncation / merge,truncation / merge,correct
A25,ICDAR,ICDAR::eu-018-CA7,single,single,,vision,empty content,correct,empty content
A25,ICDAR,ICDAR::eu-018-CA7,0,0,0.3,vision,truncation / merge,correct,truncation / merge
A25,ICDAR,ICDAR::eu-021-3.1,18.8 %,18.8%,18.8 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-021-3.1,15.6 %,15.6%,15.6 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-021-3.1,16.4 %,16.4%,16.4 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-021-3.1,5.9 %,5.9%,5.9 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-021-3.1,6.3 %,6.3%,6.3 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-021-3.1,4.4 %,4.4%,4.4 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-021-3.1,3.8 %,3.8%,3.8 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-021-3.1,0.8 %,0.8%,0.8 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-021-3.1,9.7 %,9.7%,9.7 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-021-3.1,2.4 %,2.4%,2.4 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-021-3.1,0.2 %,0.2%,0.2 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-021-3.1,0.2 %,0.2%,0.2 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-021-3.1,1.4 %,1.4%,1.4 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-021-3.1,1.4 %,1.4%,1.4 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-021-3.1,0.0 %,0.0%,0.0 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-021-3.1,0.0 %,0.0%,0.0 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-021-3.1,2.0 %,2.0%,2.0 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-021-3.1,40.9 %,40.9%,40.9 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-021-3.1,11.3 %,11.3%,11.3 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-021-3.1,2.4 %,2.4%,2.4 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-021-3.1,2.4 %,2.4%,2.4 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-021-3.1,21.1 %,21.1%,21.1 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-021-3.1,17.6 %,17.6%,17.6 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-021-3.1,1.2 %,1.2%,1.2 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-021-3.1,1.0 %,1.0%,1.0 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-022-3.3,substance,substance,,vision,missing cell,correct,missing cell
A25,ICDAR,ICDAR::eu-022-3.3,9.6 %,9.6%,9.6 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-022-3.3,4.0 %,4.0%,4.0 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-022-3.3,6.3 %,6.3%,6.3 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-022-3.3,80.1 %,80.1%,80.1 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-022-3.3,2.7 %,2.7%,2.7 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-022-3.3,1.6 %,1.6%,1.6 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-022-3.3,4.1 %,4.1%,4.1 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-022-3.3,91.6 %,91.6%,91.6 %,text,symbolic,symbolic,correct
A25,ICDAR,ICDAR::eu-022-3.3,2.1 %,2.1%,2.1 %,text,symbolic,symbolic,correct
